accel:{'x': 0.572, 'y': -0.037, 'z': -0.579}, gyro:{'x': 24.429, 'y': -63.629, 'z': -49.187}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.569, 'y': 0.026, 'z': -0.638}, gyro:{'x': 5.211, 'y': -62.141, 'z': -88.341}, agnet:{'x': -9.393, 'y': -5.289, 'z': -16.588}
accel:{'x': 0.853, 'y': -0.073, 'z': -1.074}, gyro:{'x': 2.106, 'y': 91.133, 'z': 37.697}, agnet:{'x': -17.221, 'y': -4.76, 'z': -22.513}
accel:{'x': 0.586, 'y': -0.489, 'z': -1.128}, gyro:{'x': 25.185, 'y': 40.176, 'z': 77.003}, agnet:{'x': -10.959, 'y': -5.465, 'z': -15.065}
accel:{'x': 0.572, 'y': 0.16, 'z': -0.047}, gyro:{'x': -9.506, 'y': -50.133, 'z': -69.885}, agnet:{'x': -6.784, 'y': -5.818, 'z': -13.711}
accel:{'x': 0.974, 'y': -0.236, 'z': -1.219}, gyro:{'x': -3.014, 'y': -57.358, 'z': -74.394}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.459, 'y': -0.53, 'z': -1.011}, gyro:{'x': 9.209, 'y': 39.36, 'z': 66.612}, agnet:{'x': -14.786, 'y': -5.818, 'z': -19.804}
accel:{'x': 0.584, 'y': -0.004, 'z': -0.549}, gyro:{'x': -5.585, 'y': 55.641, 'z': 50.911}, agnet:{'x': -13.916, 'y': -5.641, 'z': -16.588}
accel:{'x': 0.852, 'y': 0.062, 'z': -0.867}, gyro:{'x': -49.309, 'y': -32.166, 'z': -70.32}, agnet:{'x': -7.828, 'y': -5.113, 'z': -13.372}
accel:{'x': 0.657, 'y': 0.013, 'z': -0.81}, gyro:{'x': -14.328, 'y': -37.811, 'z': -32.127}, agnet:{'x': -14.786, 'y': -6.876, 'z': -17.773}
accel:{'x': 0.634, 'y': -0.502, 'z': -1.439}, gyro:{'x': 1.549, 'y': 68.115, 'z': 69.839}, agnet:{'x': -13.568, 'y': -6.347, 'z': -18.619}
accel:{'x': 0.673, 'y': 0.187, 'z': -0.367}, gyro:{'x': 16.357, 'y': 16.777, 'z': 21.286}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.82, 'y': -0.323, 'z': -1.296}, gyro:{'x': 7.561, 'y': -72.128, 'z': -82.893}, agnet:{'x': -5.914, 'y': -5.994, 'z': -13.88}
accel:{'x': 0.653, 'y': 0.042, 'z': -0.555}, gyro:{'x': 16.06, 'y': -7.095, 'z': -13.924}, agnet:{'x': -13.742, 'y': -4.407, 'z': -18.789}
accel:{'x': 0.505, 'y': -0.435, 'z': -1.049}, gyro:{'x': 11.81, 'y': 72.639, 'z': 75.15}, agnet:{'x': -13.742, 'y': -4.76, 'z': -17.435}
accel:{'x': 0.84, 'y': 0.223, 'z': -0.224}, gyro:{'x': -4.745, 'y': 18.639, 'z': -19.981}, agnet:{'x': -7.828, 'y': -5.465, 'z': -11.679}
accel:{'x': 0.866, 'y': -0.142, 'z': -0.936}, gyro:{'x': 17.738, 'y': -114.197, 'z': -72.655}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.46, 'y': -0.583, 'z': -1.201}, gyro:{'x': -1.465, 'y': 20.813, 'z': 19.073}, agnet:{'x': -13.916, 'y': -4.231, 'z': -17.604}
accel:{'x': 0.721, 'y': 0.31, 'z': -0.388}, gyro:{'x': 7.568, 'y': 88.493, 'z': 79.132}, agnet:{'x': -14.786, 'y': -4.407, 'z': -17.773}
accel:{'x': 0.675, 'y': -0.283, 'z': -0.908}, gyro:{'x': -31.876, 'y': -33.218, 'z': -48.843}, agnet:{'x': -7.828, 'y': -5.465, 'z': -11.679}
accel:{'x': 0.412, 'y': -0.449, 'z': -0.706}, gyro:{'x': 3.883, 'y': -67.238, 'z': -37.216}, agnet:{'x': -13.394, 'y': -5.818, 'z': -15.403}
accel:{'x': 0.751, 'y': -0.295, 'z': -1.014}, gyro:{'x': -32.99, 'y': 86.243, 'z': 14.656}, agnet:{'x': -13.742, 'y': -4.055, 'z': -16.757}
accel:{'x': 0.868, 'y': -0.008, 'z': -0.741}, gyro:{'x': 15.602, 'y': 32.31, 'z': 51.132}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.959, 'y': 0.145, 'z': -0.647}, gyro:{'x': -18.013, 'y': -86.723, 'z': -51.292}, agnet:{'x': -9.915, 'y': -5.465, 'z': -13.711}
accel:{'x': 0.705, 'y': -0.243, 'z': -1.195}, gyro:{'x': -29.572, 'y': 16.975, 'z': -15.388}, agnet:{'x': -12.699, 'y': -5.113, 'z': -17.435}
accel:{'x': 0.644, 'y': -0.364, 'z': -1.291}, gyro:{'x': -2.388, 'y': 8.514, 'z': 69.229}, agnet:{'x': -14.786, 'y': -4.407, 'z': -15.403}
accel:{'x': 0.58, 'y': -0.001, 'z': -0.473}, gyro:{'x': -0.931, 'y': 8.194, 'z': 16.716}, agnet:{'x': -8.872, 'y': -5.465, 'z': -13.034}
accel:{'x': 0.776, 'y': -0.161, 'z': -0.966}, gyro:{'x': -6.218, 'y': -39.215, 'z': -54.901}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.757, 'y': -0.244, 'z': -1.177}, gyro:{'x': -8.98, 'y': 34.149, 'z': 0.069}, agnet:{'x': -11.655, 'y': -6.17, 'z': -14.049}
accel:{'x': 0.56, 'y': -0.325, 'z': -1.08}, gyro:{'x': 17.006, 'y': -2.426, 'z': 47.958}, agnet:{'x': -14.09, 'y': -5.465, 'z': -17.435}
accel:{'x': 0.633, 'y': 0.273, 'z': -0.362}, gyro:{'x': 8.324, 'y': -29.472, 'z': -11.757}, agnet:{'x': -8.524, 'y': -5.818, 'z': -13.711}
accel:{'x': 0.565, 'y': 0.208, 'z': -0.433}, gyro:{'x': 17.349, 'y': -67.955, 'z': -51.857}, agnet:{'x': -13.22, 'y': -6.347, 'z': -17.265}
accel:{'x': 0.551, 'y': -0.551, 'z': -1.214}, gyro:{'x': -4.158, 'y': 104.897, 'z': 18.608}, agnet:{'x': -14.612, 'y': -5.641, 'z': -17.942}
accel:{'x': 0.574, 'y': -0.048, 'z': -0.744}, gyro:{'x': 28.145, 'y': 31.883, 'z': 37.796}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.648, 'y': 0.041, 'z': -0.557}, gyro:{'x': -20.447, 'y': -15.038, 'z': -67.261}, agnet:{'x': -10.263, 'y': -6.17, 'z': -13.372}
accel:{'x': 0.879, 'y': 0.229, 'z': -0.515}, gyro:{'x': -16.769, 'y': -29.549, 'z': -62.149}, agnet:{'x': -10.785, 'y': -4.584, 'z': -16.25}
accel:{'x': 0.78, 'y': -0.563, 'z': -1.495}, gyro:{'x': -6.737, 'y': 63.309, 'z': 60.188}, agnet:{'x': -15.134, 'y': -4.407, 'z': -20.143}
accel:{'x': 0.53, 'y': -0.072, 'z': -0.607}, gyro:{'x': 26.863, 'y': -2.075, 'z': 69.046}, agnet:{'x': -11.133, 'y': -4.231, 'z': -13.541}
accel:{'x': 0.753, 'y': -0.012, 'z': -0.797}, gyro:{'x': -33.455, 'y': -59.555, 'z': -85.228}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.921, 'y': 0.253, 'z': -0.815}, gyro:{'x': -45.143, 'y': -30.769, 'z': -55.214}, agnet:{'x': -10.959, 'y': -5.818, 'z': -14.726}
accel:{'x': 0.578, 'y': -0.738, 'z': -1.661}, gyro:{'x': -16.075, 'y': 62.95, 'z': 108.04}, agnet:{'x': -18.439, 'y': -4.231, 'z': -21.328}
accel:{'x': 0.632, 'y': 0.256, 'z': -0.254}, gyro:{'x': 2.144, 'y': 26.024, 'z': 46.638}, agnet:{'x': -10.959, 'y': -5.113, 'z': -14.388}
accel:{'x': 0.968, 'y': 0.383, 'z': -0.576}, gyro:{'x': -6.325, 'y': -133.141, 'z': -92.926}, agnet:{'x': -9.393, 'y': -5.641, 'z': -13.541}
accel:{'x': 0.315, 'y': -0.706, 'z': -1.436}, gyro:{'x': -9.514, 'y': -4.005, 'z': -24.757}, agnet:{'x': -17.569, 'y': -3.35, 'z': -21.497}
accel:{'x': 0.523, 'y': 0.165, 'z': -0.492}, gyro:{'x': 14.511, 'y': 87.54, 'z': 90.485}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.724, 'y': 0.198, 'z': -0.485}, gyro:{'x': -16.365, 'y': 42.839, 'z': -24.185}, agnet:{'x': -12.525, 'y': -4.584, 'z': -14.557}
accel:{'x': 0.738, 'y': -0.213, 'z': -0.943}, gyro:{'x': 3.479, 'y': -50.697, 'z': -95.589}, agnet:{'x': -9.219, 'y': -6.523, 'z': -13.034}
accel:{'x': 0.723, 'y': -0.553, 'z': -1.423}, gyro:{'x': 12.367, 'y': 12.978, 'z': -3.586}, agnet:{'x': -16.699, 'y': -4.936, 'z': -18.281}
accel:{'x': 0.622, 'y': 0.286, 'z': -0.191}, gyro:{'x': 22.957, 'y': 52.917, 'z': 57.426}, agnet:{'x': -14.09, 'y': -4.76, 'z': -17.773}
accel:{'x': 0.853, 'y': 0.145, 'z': -0.64}, gyro:{'x': -2.174, 'y': -52.895, 'z': -13.428}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.357, 'y': -0.885, 'z': -1.529}, gyro:{'x': -14.359, 'y': -25.276, 'z': -42.603}, agnet:{'x': -10.959, 'y': -4.76, 'z': -15.742}
accel:{'x': 0.633, 'y': 0.168, 'z': -0.479}, gyro:{'x': 0.526, 'y': 8.377, 'z': 30.205}, agnet:{'x': -16.525, 'y': -4.76, 'z': -17.435}
accel:{'x': 0.58, 'y': 0.078, 'z': -0.477}, gyro:{'x': -6.927, 'y': 52.055, 'z': 13.763}, agnet:{'x': -13.916, 'y': -4.584, 'z': -17.604}
accel:{'x': 0.746, 'y': -0.315, 'z': -1.175}, gyro:{'x': -15.8, 'y': 12.993, 'z': -46.997}, agnet:{'x': -12.525, 'y': -6.347, 'z': -16.588}
accel:{'x': 0.686, 'y': -0.522, 'z': -1.402}, gyro:{'x': 19.066, 'y': -30.815, 'z': -12.589}, agnet:{'x': -15.83, 'y': -5.465, 'z': -17.773}
accel:{'x': 0.39, 'y': 0.428, 'z': 0.13}, gyro:{'x': 36.835, 'y': -19.798, 'z': 24.666}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.527, 'y': 0.025, 'z': -0.492}, gyro:{'x': -4.509, 'y': -18.456, 'z': -2.602}, agnet:{'x': -13.394, 'y': -5.113, 'z': -19.466}
accel:{'x': 0.764, 'y': -0.435, 'z': -1.45}, gyro:{'x': -19.341, 'y': 24.681, 'z': -11.353}, agnet:{'x': -14.264, 'y': -3.878, 'z': -18.619}
accel:{'x': 0.777, 'y': 0.44, 'z': -0.254}, gyro:{'x': 18.776, 'y': -21.606, 'z': 17.174}, agnet:{'x': -13.568, 'y': -3.526, 'z': -17.942}
accel:{'x': 0.699, 'y': 0.119, 'z': -0.226}, gyro:{'x': -21.446, 'y': 28.557, 'z': -33.218}, agnet:{'x': -13.394, 'y': -5.113, 'z': -18.112}
accel:{'x': 0.917, 'y': -0.818, 'z': -1.675}, gyro:{'x': -5.6, 'y': 17.12, 'z': 5.852}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.897, 'y': 0.513, 'z': -0.056}, gyro:{'x': 25.223, 'y': -36.346, 'z': 37.88}, agnet:{'x': -15.482, 'y': -4.76, 'z': -17.773}
accel:{'x': 0.598, 'y': -0.309, 'z': -0.893}, gyro:{'x': -36.171, 'y': 18.143, 'z': -31.013}, agnet:{'x': -12.177, 'y': -5.289, 'z': -15.573}
accel:{'x': 1.018, 'y': 0.016, 'z': -0.992}, gyro:{'x': -4.097, 'y': -0.618, 'z': 12.726}, agnet:{'x': -14.438, 'y': -4.055, 'z': -17.773}
accel:{'x': 0.829, 'y': 0.478, 'z': -0.244}, gyro:{'x': -4.456, 'y': -27.756, 'z': 9.743}, agnet:{'x': -13.916, 'y': -4.936, 'z': -16.588}
accel:{'x': 0.765, 'y': -0.209, 'z': -1.079}, gyro:{'x': -23.422, 'y': 50.629, 'z': 1.831}, agnet:{'x': -13.916, 'y': -5.289, 'z': -15.911}
accel:{'x': 0.686, 'y': -0.611, 'z': -1.559}, gyro:{'x': 2.365, 'y': 14.679, 'z': 25.238}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.846, 'y': 0.392, 'z': -0.427}, gyro:{'x': 6.996, 'y': -16.953, 'z': -7.904}, agnet:{'x': -10.959, 'y': -6.523, 'z': -14.049}
accel:{'x': 0.755, 'y': -0.033, 'z': -0.897}, gyro:{'x': -2.335, 'y': -17.265, 'z': -21.286}, agnet:{'x': -10.959, 'y': -4.76, 'z': -14.726}
accel:{'x': 0.481, 'y': -0.446, 'z': -0.993}, gyro:{'x': 7.507, 'y': 7.576, 'z': 26.726}, agnet:{'x': -13.742, 'y': -4.76, 'z': -15.403}
accel:{'x': 0.793, 'y': 0.247, 'z': -0.55}, gyro:{'x': -20.821, 'y': 29.099, 'z': -6.767}, agnet:{'x': -10.089, 'y': -4.936, 'z': -14.557}
accel:{'x': 0.722, 'y': -0.143, 'z': -1.015}, gyro:{'x': -3.548, 'y': -11.917, 'z': -5.165}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.556, 'y': -0.125, 'z': -0.778}, gyro:{'x': 7.576, 'y': -7.652, 'z': 12.337}, agnet:{'x': -11.829, 'y': -6.347, 'z': -14.895}
accel:{'x': 0.561, 'y': -0.039, 'z': -0.65}, gyro:{'x': -3.212, 'y': 14.076, 'z': 1.419}, agnet:{'x': -10.959, 'y': -4.055, 'z': -14.388}
accel:{'x': 0.639, 'y': -0.203, 'z': -1.024}, gyro:{'x': -4.921, 'y': 1.251, 'z': -6.554}, agnet:{'x': -10.437, 'y': -5.994, 'z': -14.895}
accel:{'x': 0.748, 'y': 0.029, 'z': -0.84}, gyro:{'x': 0.954, 'y': -6.691, 'z': -8.446}, agnet:{'x': -11.829, 'y': -4.936, 'z': -15.234}
accel:{'x': 0.602, 'y': -0.156, 'z': -0.901}, gyro:{'x': 17.693, 'y': -29.701, 'z': 8.43}, agnet:{'x': -11.307, 'y': -5.465, 'z': -14.388}
accel:{'x': 0.4, 'y': -0.139, 'z': -0.566}, gyro:{'x': -3.967, 'y': 21.683, 'z': 4.166}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.743, 'y': 0.006, 'z': -0.843}, gyro:{'x': -15.625, 'y': 27.847, 'z': -13.588}, agnet:{'x': -11.307, 'y': -5.465, 'z': -14.049}
accel:{'x': 0.603, 'y': -0.326, 'z': -1.168}, gyro:{'x': 16.594, 'y': -35.347, 'z': -0.061}, agnet:{'x': -10.263, 'y': -5.465, 'z': -15.403}
accel:{'x': 0.586, 'y': 0.172, 'z': -0.474}, gyro:{'x': 2.724, 'y': -10.231, 'z': -11.551}, agnet:{'x': -10.611, 'y': -5.818, 'z': -15.403}
accel:{'x': 0.754, 'y': 0.083, 'z': -0.749}, gyro:{'x': -5.951, 'y': 8.286, 'z': -11.49}, agnet:{'x': -12.872, 'y': -5.641, 'z': -15.573}
accel:{'x': 0.425, 'y': -0.397, 'z': -0.988}, gyro:{'x': 7.088, 'y': -6.767, 'z': 6.035}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.662, 'y': 0.032, 'z': -0.666}, gyro:{'x': 1.61, 'y': -11.497, 'z': -13.321}, agnet:{'x': -13.046, 'y': -5.113, 'z': -15.403}
accel:{'x': 0.554, 'y': -0.179, 'z': -0.878}, gyro:{'x': -9.766, 'y': 0.381, 'z': -18.532}, agnet:{'x': -13.046, 'y': -5.465, 'z': -16.757}
accel:{'x': 0.737, 'y': -0.02, 'z': -0.889}, gyro:{'x': 7.889, 'y': -15.472, 'z': 6.424}, agnet:{'x': -14.264, 'y': -5.289, 'z': -16.927}
accel:{'x': 0.501, 'y': 0.026, 'z': -0.378}, gyro:{'x': 3.494, 'y': -0.702, 'z': 10.01}, agnet:{'x': -14.09, 'y': -6.17, 'z': -16.757}
accel:{'x': 0.563, 'y': -0.193, 'z': -0.948}, gyro:{'x': -18.86, 'y': 18.181, 'z': -6.004}, agnet:{'x': -14.96, 'y': -3.526, 'z': -15.911}
accel:{'x': 0.583, 'y': -0.23, 'z': -1.114}, gyro:{'x': -2.159, 'y': -2.686, 'z': 2.167}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.555, 'y': 0.001, 'z': -0.723}, gyro:{'x': 6.538, 'y': -23.598, 'z': -11.078}, agnet:{'x': -13.22, 'y': -5.641, 'z': -16.927}
accel:{'x': 0.607, 'y': 0.065, 'z': -0.64}, gyro:{'x': -2.342, 'y': -6.439, 'z': -18.806}, agnet:{'x': -14.612, 'y': -2.821, 'z': -18.281}
accel:{'x': 0.491, 'y': -0.435, 'z': -1.128}, gyro:{'x': -0.313, 'y': 13.13, 'z': 10.384}, agnet:{'x': -16.178, 'y': -4.76, 'z': -18.789}
accel:{'x': 0.687, 'y': 0.141, 'z': -0.613}, gyro:{'x': 0.183, 'y': -6.554, 'z': -3.014}, agnet:{'x': -15.134, 'y': -4.76, 'z': -17.435}
accel:{'x': 0.618, 'y': -0.129, 'z': -0.962}, gyro:{'x': -6.21, 'y': -14.687, 'z': -25.665}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.61, 'y': -0.201, 'z': -1.02}, gyro:{'x': 4.738, 'y': -4.463, 'z': 1.389}, agnet:{'x': -17.395, 'y': -5.289, 'z': -19.635}
accel:{'x': 0.499, 'y': -0.029, 'z': -0.559}, gyro:{'x': 4.456, 'y': 15.366, 'z': 13.184}, agnet:{'x': -18.613, 'y': -4.76, 'z': -18.789}
accel:{'x': 0.635, 'y': -0.166, 'z': -0.895}, gyro:{'x': -5.684, 'y': 4.173, 'z': -11.261}, agnet:{'x': -17.047, 'y': -3.173, 'z': -18.958}
accel:{'x': 0.656, 'y': -0.238, 'z': -1.063}, gyro:{'x': 2.243, 'y': -22.614, 'z': -17.433}, agnet:{'x': -17.917, 'y': -3.35, 'z': -18.789}
accel:{'x': 0.653, 'y': 0.281, 'z': -0.336}, gyro:{'x': 0.389, 'y': 3.204, 'z': 3.609}, agnet:{'x': -18.439, 'y': -4.231, 'z': -21.328}
accel:{'x': 0.599, 'y': -0.443, 'z': -1.206}, gyro:{'x': -6.119, 'y': 37.827, 'z': 18.745}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.572, 'y': -0.172, 'z': -0.803}, gyro:{'x': 11.925, 'y': -17.441, 'z': 8.896}, agnet:{'x': -16.873, 'y': -6.17, 'z': -19.466}
accel:{'x': 0.608, 'y': -0.039, 'z': -0.712}, gyro:{'x': -15.114, 'y': 16.35, 'z': -26.947}, agnet:{'x': -15.656, 'y': -5.289, 'z': -19.635}
accel:{'x': 0.725, 'y': -0.176, 'z': -1.052}, gyro:{'x': 12.184, 'y': 3.777, 'z': 19.394}, agnet:{'x': -17.047, 'y': -4.231, 'z': -20.989}
accel:{'x': 0.598, 'y': 0.024, 'z': -0.56}, gyro:{'x': 6.454, 'y': 16.159, 'z': 25.848}, agnet:{'x': -12.525, 'y': -5.289, 'z': -17.942}
accel:{'x': 0.42, 'y': -0.51, 'z': -1.043}, gyro:{'x': -9.438, 'y': 22.827, 'z': -4.135}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.798, 'y': -0.22, 'z': -1.143}, gyro:{'x': -4.547, 'y': -16.167, 'z': -18.242}, agnet:{'x': -12.872, 'y': -5.994, 'z': -16.588}
accel:{'x': 0.497, 'y': -0.208, 'z': -0.898}, gyro:{'x': 10.605, 'y': -13.931, 'z': 27.885}, agnet:{'x': -14.264, 'y': -4.231, 'z': -17.942}
accel:{'x': 0.369, 'y': -0.22, 'z': -0.78}, gyro:{'x': -3.082, 'y': 46.486, 'z': 33.47}, agnet:{'x': -13.046, 'y': -5.113, 'z': -16.757}
accel:{'x': 0.667, 'y': -0.166, 'z': -1.004}, gyro:{'x': -3.441, 'y': 21.255, 'z': -11.093}, agnet:{'x': -10.959, 'y': -5.818, 'z': -15.065}
accel:{'x': 0.581, 'y': 0.027, 'z': -0.466}, gyro:{'x': 8.453, 'y': -27.748, 'z': -23.46}, agnet:{'x': -11.829, 'y': -4.584, 'z': -15.911}
accel:{'x': 0.543, 'y': -0.522, 'z': -1.236}, gyro:{'x': -12.993, 'y': 32.822, 'z': -1.167}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.61, 'y': -0.383, 'z': -1.098}, gyro:{'x': 12.009, 'y': 11.566, 'z': 32.28}, agnet:{'x': -12.699, 'y': -5.465, 'z': -15.065}
accel:{'x': 0.58, 'y': 0.152, 'z': -0.358}, gyro:{'x': -9.293, 'y': -17.265, 'z': -14.366}, agnet:{'x': -8.35, 'y': -6.347, 'z': -15.911}
accel:{'x': 0.649, 'y': 0.08, 'z': -0.558}, gyro:{'x': -5.508, 'y': -15.366, 'z': -2.64}, agnet:{'x': -9.567, 'y': -7.581, 'z': -15.742}
accel:{'x': 0.575, 'y': -0.488, 'z': -1.268}, gyro:{'x': -15.747, 'y': 36.88, 'z': 16.289}, agnet:{'x': -11.133, 'y': -5.994, 'z': -15.234}
accel:{'x': 0.462, 'y': -0.297, 'z': -0.905}, gyro:{'x': 17.975, 'y': -16.945, 'z': 25.444}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.533, 'y': 0.218, 'z': -0.257}, gyro:{'x': 0.763, 'y': -28.74, 'z': -45.12}, agnet:{'x': -9.046, 'y': -5.289, 'z': -13.541}
accel:{'x': 0.756, 'y': -0.049, 'z': -0.998}, gyro:{'x': -5.493, 'y': 12.207, 'z': -29.266}, agnet:{'x': -12.177, 'y': -4.936, 'z': -14.895}
accel:{'x': 0.727, 'y': -0.359, 'z': -1.142}, gyro:{'x': 24.01, 'y': 34.546, 'z': 62.424}, agnet:{'x': -13.22, 'y': -4.936, 'z': -16.25}
accel:{'x': 0.43, 'y': -0.384, 'z': -0.861}, gyro:{'x': 19.691, 'y': 1.106, 'z': 25.528}, agnet:{'x': -8.35, 'y': -5.289, 'z': -12.526}
accel:{'x': 0.596, 'y': 0.107, 'z': -0.481}, gyro:{'x': 1.144, 'y': -42.114, 'z': -58.212}, agnet:{'x': -8.176, 'y': -6.523, 'z': -14.726}
accel:{'x': 0.754, 'y': -0.061, 'z': -1.04}, gyro:{'x': -8.362, 'y': 1.03, 'z': -33.92}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.963, 'y': 0.316, 'z': -0.623}, gyro:{'x': 17.105, 'y': 65.788, 'z': 71.075}, agnet:{'x': -13.742, 'y': -5.818, 'z': -17.435}
accel:{'x': 0.49, 'y': -0.904, 'z': -1.68}, gyro:{'x': 10.246, 'y': -1.823, 'z': 21.919}, agnet:{'x': -8.176, 'y': -5.818, 'z': -13.372}
accel:{'x': 0.736, 'y': 0.281, 'z': -0.371}, gyro:{'x': -13.054, 'y': -49.789, 'z': -75.279}, agnet:{'x': -7.306, 'y': -5.289, 'z': -12.187}
accel:{'x': 0.856, 'y': 0.328, 'z': -0.823}, gyro:{'x': -24.971, 'y': -20.927, 'z': -29.64}, agnet:{'x': -14.96, 'y': -3.526, 'z': -16.927}
accel:{'x': 0.716, 'y': -0.383, 'z': -1.492}, gyro:{'x': 3.723, 'y': 100.533, 'z': 96.619}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.615, 'y': -0.411, 'z': -1.292}, gyro:{'x': 19.745, 'y': -7.759, 'z': 16.304}, agnet:{'x': -11.307, 'y': -6.523, 'z': -14.049}
accel:{'x': 0.806, 'y': 0.641, 'z': -0.071}, gyro:{'x': -6.523, 'y': -112.724, 'z': -108.826}, agnet:{'x': -5.566, 'y': -5.641, 'z': -9.817}
accel:{'x': 0.635, 'y': -0.222, 'z': -1.297}, gyro:{'x': -20.256, 'y': -0.656, 'z': -29.434}, agnet:{'x': -14.09, 'y': -5.113, 'z': -19.804}
accel:{'x': 0.696, 'y': -0.35, 'z': -1.395}, gyro:{'x': 15.64, 'y': 105.27, 'z': 121.727}, agnet:{'x': -13.742, 'y': -5.465, 'z': -16.419}
accel:{'x': 0.485, 'y': -0.172, 'z': -0.74}, gyro:{'x': 19.211, 'y': -9.331, 'z': 2.167}, agnet:{'x': -4.175, 'y': -4.936, 'z': -10.833}
accel:{'x': 0.682, 'y': 0.251, 'z': -0.538}, gyro:{'x': -17.982, 'y': -86.372, 'z': -138.542}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.811, 'y': -0.032, 'z': -1.223}, gyro:{'x': -10.559, 'y': 14.847, 'z': -4.509}, agnet:{'x': -14.612, 'y': -4.584, 'z': -17.265}
accel:{'x': 0.66, 'y': 0.278, 'z': -0.458}, gyro:{'x': 25.124, 'y': 110.802, 'z': 117.935}, agnet:{'x': -18.091, 'y': -5.289, 'z': -20.312}
accel:{'x': 0.587, 'y': -0.37, 'z': -1.169}, gyro:{'x': -0.099, 'y': -6.035, 'z': -38.284}, agnet:{'x': -5.74, 'y': -4.76, 'z': -12.356}
accel:{'x': 0.814, 'y': 0.28, 'z': -0.547}, gyro:{'x': 13.969, 'y': -110.321, 'z': -106.232}, agnet:{'x': -12.525, 'y': -6.347, 'z': -16.927}
accel:{'x': 0.901, 'y': 0.235, 'z': -0.667}, gyro:{'x': -7.759, 'y': 43.137, 'z': 11.429}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.755, 'y': -0.43, 'z': -1.272}, gyro:{'x': 8.202, 'y': 83.748, 'z': 103.348}, agnet:{'x': -17.221, 'y': -5.113, 'z': -21.158}
accel:{'x': 0.719, 'y': -0.221, 'z': -0.958}, gyro:{'x': -6.004, 'y': -52.383, 'z': -50.934}, agnet:{'x': -8.698, 'y': -5.994, 'z': -13.203}
accel:{'x': 0.491, 'y': -0.399, 'z': -0.975}, gyro:{'x': 1.762, 'y': -87.013, 'z': -88.15}, agnet:{'x': -12.699, 'y': -4.055, 'z': -15.742}
accel:{'x': 0.522, 'y': -0.127, 'z': -0.737}, gyro:{'x': 2.937, 'y': 51.46, 'z': 37.895}, agnet:{'x': -18.439, 'y': -3.526, 'z': -20.312}
accel:{'x': 0.978, 'y': 0.218, 'z': -0.651}, gyro:{'x': 4.44, 'y': 69.923, 'z': 59.402}, agnet:{'x': -11.655, 'y': -5.818, 'z': -16.419}
accel:{'x': 0.58, 'y': -0.571, 'z': -1.237}, gyro:{'x': 6.287, 'y': -46.12, 'z': -32.143}, agnet:{'x': 0, 'y': 0, 'z': 0}
accel:{'x': 0.564, 'y': 0.227, 'z': -0.234}, gyro:{'x': -1.549, 'y': -70.335, 'z': -63.507}, agnet:{'x': -12.003, 'y': -4.76, 'z': -13.711}
accel:{'x': 0.728, 'y': -0.135, 'z': -1.102}, gyro:{'x': -29.579, 'y': 43.045, 'z': 4.807}, agnet:{'x': -17.047, 'y': -4.231, 'z': -19.635}
accel:{'x': 0.669, 'y': -0.363, 'z': -1.292}, gyro:{'x': 16.975, 'y': 26.405, 'z': 103.897}, agnet:{'x': -15.83, 'y': -4.407, 'z': -17.773}
accel:{'x': 0.315, 'y': -0.114, 'z': -0.47}, gyro:{'x': -0.259, 'y': -9.941, 'z': 19.051}, agnet:{'x': -8.35, 'y': -5.289, 'z': -12.187}
accel:{'x': 0.628, 'y': 0.231, 'z': -0.458}, gyro:{'x': -37.704, 'y': -35.98, 'z': -98.16}, agnet:{'x': 0, 'y': 0, 'z': 0}
